,Title,Company,Company_Rating,Location,Salary,Date,Description
123,Data Scientist,MAHLE,3.6,"Monterrey, N. L.",,Postedhace 30+ días,"Develop best practice big data and process mining solutions;
 Responsible for the quality assured delivery of data science solutions to the business;"
124,Logistics Analyst,Maxeon,,"Mexicali, B.C.",,Postedhace 13 días,"Incorporates information and data that is readily available.
 Learns company- and function-specific standard operating procedures, data requirements, and…"
125,nuevo empleoEjecutivo de ventas,Safe Data Resources SA DE CV,4.0,"Naucalpan, Méx.",,EmployerActivo hace 4 días,"Sueldo más esquema de comisiones aprox.
 Salario integrado para efecto de Aguinaldo, IMSS, PTU y plan de pensiones.
 No es proyecto ni vacante temporal."
126,TRAINEE DE MARKETING DIGITAL,EPA Digital,3.2,"Miguel Hidalgo, CDMX",,EmployerActivo hace 5 días,"Apoyo en la operación de las diferentes plataformas, campañas y herramientas (supermetrics, data studio).
 TRAINEE DE CUENTAS (MARKETING DIGITAL)*."
127,Data Entry,GEODIS,3.5,"Zapopan, Jal.",,EmployerActivo hace 5 días,"OPerform data quality test and report requestors errors on a weekly basis.
 Technical degree oriented to database management skills."
128,nuevo empleoConstruction Specialist,Technip Energies,,"Ensenada, B.C.",,Postedhace 7 días,Provides the daily physical link between the Site Construction management and the various site Team management in order that the latter develop and produce the…
129,Data Science***ETL**Data Warehouse****Ingreso Inmediato,PRAXIS IT,3.7,"Cuauhtémoc, CDMX",,EmployerActivo hace 8 días,"\*\*\*Data Science\*\*\*ETL\*\*\*Data Warehouse\*\*\* Inglés avanzado a nivel conversación*.
 Ciencia de datos/IA dentro o fuera del contexto de ServiceNow."
130,Scheduler (Remoto-Mexico),Remoteco,,Remoto,,EmployerActivo hace 7 días,"You will primarily be in contact with Law Offices, Medical Offices, and Individuals who are injured.
 Schedule Patients for their recommended treatment."
131,Consumer Insights Assistant Temp,International Flavors & Fragrances,3.8,"Tlalnepantla, Méx.",,Postedhace 10 días,"Basic skills in CI methodologies and data analysis: JMP, Excel XLStat, PowerPoint.
 Support logistic of qualitative and quantitative consumer studies, analyze,…"
132,Senior Data Engineer,Bayer,4.1,"Toluca, Méx.",,Postedhace 13 días,"Continuous data acquisition and storage.
 Interest in new methods and technologies as well as enthusiasm for data science challenges."
133,Data management intern,ZF,3.9,"Monterrey, N. L.",,Postedhace 30+ días,"Create reports to support KPIs and analyze data.
 This role is responsible for assisting the Head of Talent Acquisition with projects for all global locations."
134,Wanted Logistic Coordinator & SMR (Remoto-Mexico),Remoteco,,Remoto,,EmployerActivo hace 21 días,"Maintain and support supplier relations.
 Create an overview of the product label and SKU management.
 Work with Tec Pack creation and management,."
135,KAM eCommerce / retail,Alameda,,"Cuauhtémoc, CDMX",,EmployerActivo hace 12 días,"Analizar la data para determinar el forecast de ventas y el inventario disponible en CEDIS.
 Nos enfocamos en facilitar todo el proceso de compra de muebles y…"
136,nuevo empleoData Entry Representive,Herbalife Internacional de México,4.2,"Guadalajara, Jal.",,EmployerActivo hace 6 días,"Prior transcript and or data entry experience.
 Efficient with data entry and quick to learning how to navigate through various database types."
137,Supplier Quality Engineer,Weatherford,3.9,"Remoto in Monterrey, N. L.",,Postedhace 30+ días,"Interpret Design Engineering data (including blueprints, Bills of Material, specifications), and customer requirements.
 Bachelor’s degree in Engineering."
138,nuevo empleoML Business Analyst,Tech Mahindra,3.7,"Monterrey, N. L.",,Postedhace 3 días,"8+ years of experience with performing business analysis, including aspects of business process and requirements elicitation and documentation."
139,Budget Analyst,Plerk,,Remoto,,Postedhace 13 días,"Proficiency in data analysis and statistical forecasting.
 Budget Analysts are responsible for analyzing budget proposals, determining funding allocations,…"
140,"Remote Data Scientist (AWS, Python, Scikit-learn, Pandas, an...",Turing.com,,Remoto,,Postedhace 30+ días,"At least 3-5+ years of relevant experience as a data scientist.
 Evaluate new data sources, present technical concepts and results in an audience-appropriate way…"
141,nuevo empleoBecario Project Management,Turing Inteligencia Artificial,,Remoto,,Postedhace 7 días,"Somos una empresa Consultora de Big Data en México, desde hace 13 años proporcionamos servicios en Business Analytics mediante Knowledge Discovery in Database …"
142,Data Engineer Operations,Selecciona Talento,,"Miguel Hidalgo, CDMX",,EmployerActivo hace 22 días,"Utilize best practices for data governance, data quality, data cleansing, and other ETL-related activities.*.
 Additionally, this role will help build analytical…"
143,Demand Planner (Temp,LEGO,4.2,"Naucalpan, Méx.",,Postedhace 21 días,"Customer item setup and updates of customer item listing files to data portal.
 The Jr. Demand Planner supports to the Market Operations Organization by…"
144,Processor Acct Servicing and Mnt,HSBC,4.0,"Azcapotzalco, CDMX",,Postedhace 30+ días,"Es el área responsable de proveer información oportuna y confiable que sirva como base para la toma de decisiones, control y regulación de cartera, mediante la…"
145,Digital Solutions | B2B/MFT Solutions Engineer,TELUS International,3.8,Remoto,,Postedhace 30+ días,Solutions through experience that is highlighted through effective discovery that is relatable to the clients B2B/MFT deployment needs in data transfer and data…
146,Analista de Investigación de Mercado,4S Real Estate,,"Puebla, Pue.",,EmployerActivo hace 10 días,"Análisis y revisión de data capturada.
 Preparación de data para generación de reportes.
 Gestión de exceles por ciudad para levantamiento de campo."
147,Admin Assistant (Site Administration),Technip Energies,,"Ensenada, B.C.",,Postedhace 10 días,"Perform a variety of administrative tasks which may include but are not limited to: handling administrative requests and queries, organizing and scheduling…"
148,Data Scientist (Computer Vision & Image Processing),Jonajo Consulting,,"Remoto temporalmente in Guadalajara, Jal.+2 ubicaciones",,EmployerActivo hace 10 días,"As a computer vision and deep learning data scientist you will: *.
 You like the challenge of working on complex challenges with structured and unstructured data…"
149,nuevo empleoData Operations Analyst,Kellogg Company,3.6,"Querétaro, Qro.",,PostedRecién publicado,The Data Operations Analyst is expected to ensure that the data uploaded in the system accomplish business rules maintaining data accuracy and timely delivery…
150,Data Analyst,Apple Leisure Group,,"Cancún, QRoo.",,Postedhace 19 días,"Possess strong knowledge of data query language, data definition and data manipulation.
 Develop interactive executive dashboards, UI development, and/or BI data…"
151,Data Engineer Software,Atcon,,"Tlalpan, CDMX","$50,000 - $60,000 al mes",EmployerActivo hace 7 días,"Un mínimo de dos años de lenguajes de programación (Python, Scala preferido) experiencia con los métodos de big data a gran escala (Spark, Hadoop stack, Cloud)."
152,Data Scientist,Eos The Fintech Co,,"Pachuca, Hgo.+1 ubicación",,EmployerActivo hace 3 días,"Licenciatura en carreras como, Actuaría, Matemáticas, Sistemas, Economía a fin.
 Experiencia en riesgo financiero o crediticio (indispensable)."
153,Consultant - Business Analyst,Genpact,,Remoto,"$25,000 al mes",Postedhace 30+ días,"The position of Business Analyst role for Cox Infrastructure teams.
 It requires the ability to successfully coordinate between the different Technology teams to…"
154,Analytics Data Engineer,HQ,,"Cuajimalpa, CDMX",,Postedhace 21 días,"They should enjoy optimizing data models to industry standards.
 Somos una empresa 100% mexicana con más de 25 años de experiencia en conectar el talento con las…"
155,Data Engineer with experience in Python and scripting,Luxoft,4.4,Remoto,,Postedhace 26 días,"Understanding of algorithms and data structures.
 Processing semi-structured or unstructured data.
 At least 3 years of experience as a data engineer or software…"
156,Innovation and Transformation Director,Global Institute for Digital Competitiveness,,"Cuauhtémoc, CDMX",,EmployerActivo hace 14 días,"Experience at Director level preferably in technology companies.
 Undergraduate degree in business, finance or related field 8+ years work experience in…"
157,Local Content Specialist: LatAm,Snapchat,,Remoto,,Postedhace 30+ días,"As a member of the Lenses team, you will be responsible for Lenses schedule programming and Lenses management.
 Program schedule for Lenses launch."
158,Office Assistant,Easy Sell Today,,Remoto,,Postedhace 27 días,"Increase productivity by creating record-keeping procedures for customer data filing systems.
 You will be talking with sellers, buyers, and escrow to move…"
159,LAB MICROBIOLOGY MANAGER,Procter & Gamble,4.1,"Naucalpan, Méx.",,Postedhace 12 días,"Write necessary protocols, analyze data and compile final reports for methods and equipment.
 WORK SCHEDULE: FULL-TIME WITH FLEXIBLE WORKING HOURS."
160,Key Account Manager - Cancun or San Juan,Booking.Com,3.7,"Cancún, QRoo.",,Postedhace 9 días,"Run monthly chain reports on KPI data;
 Analytical mindset (able to translate data into message to different audiences and move forward with solution and action…"
161,Becario de Microbiología para validación de Metodologías en...,Johnson & Johnson,4.2,"Huejotzingo, Pue.",,Postedhace 12 días,"Preparación de los medios de cultivo necesarios para la ejecución de análisis o métodos microbiológicos, así como, reconstituir y mantener el cepario del…"
162,"Remote Data Engineer (Python, SQL, AWS Lambda, and Docker)",Turing.com,,Remoto,,Postedhace 30+ días,"Experience in data modeling is a big plus.
 At least 3-5+ years of relevant data engineering experience.
 Build high-quality ETL pipelines and contribute to the…"
163,Gerente de Calidad a Clientes LATAM,BD,3.8,"Colonia Lomas de Chapultepec, CDMX",,Postedhace 30+ días,"Maintains confidentiality and protects sensitive data at all times.
 Reporting directly to the Director, Customer Quality, the Customer Quality Manager, Regional…"
164,nuevo empleoSenior Data Science Engineer WORK |LATAM|,BairesDev,,"Tlalnepantla, Méx.+16 ubicaciones",,Postedhace 1 día,"Hands-on experience with managing data loads and data quality a plus.
 These developers will face numerous technical challenges, so they must use current…"
165,nuevo empleoSenior Data Science Engineer WORK |LATAM|,BairesDev,,"Tlalnepantla, Méx.+16 ubicaciones",,Postedhace 1 día,"Hands-on experience with managing data loads and data quality a plus.
 These developers will face numerous technical challenges, so they must use current…"
166,Bookkeeper (Remoto - Mexico),Remoteco,,Remoto,"$15,000 - $16,000 al mes",EmployerActivo hace 4 días,"\* Essential data entry experience for starters.
 We are looking for a Rockstart Bookkeeper with experience using QuickBooks, \*\*and an English level of C1."
167,nuevo empleoAdministrative Clerical,Belieff,3.8,"Cuauhtémoc, CDMX",,Postedhace 6 días,Candidates must have at least three (2-3) years office admin experienceand must be a self-starter with a strong ability to multitask.
168,Accounts Receivable Specialist,SYNITI,,Remoto,,Postedhace 26 días,"Complete all data privacy and supplier accreditation requirements for Syniti’s global customers.
 The Accounts receivable specialist is tasked to handle billing…"
169,Data Engineer,WIZELINE,4.3,"Guadalajara, Jal.+1 ubicación",,Postedhace 30+ días,"Design and implement data platforms for large-scale, high-performance, and scalable requirements, integrating data from several data sources, managing…"
170,Artist I,Sharecare Inc.,,Remoto,,Postedhace 30+ días,"Under supervision, and direction from Seniors, continues to learn and adapt more mid-level techniques, and workflows, while solving creative challenges to…"
171,Platform Application Engineer - Memory Technologies,Intel,4.1,"Guadalajara, Jal.",,Postedhace 30+ días,"Creating and maintaining data sheets and application notes.
 DPEA enables that data center which is the underpinning for every data-driven service, from…"
172,Data Scientist,PK,,Remoto,,Postedhace 24 días,"Help define, and as needed help construct tools for data analytics & data science undertakings - creating an industry leading product."
173,Information Architect,Base22,,Remoto,,Postedhace 23 días,"Gather any existing data and review it along with new data obtained from discovery sessions with stakeholders and users.
 Experience using mind mapping software."
174,Yucatán - Data Engineering ETL,Accenture,4.0,"Mérida, Yuc.",,Postedhace 12 días,"Assists with the data platform blueprint and design, encompassing the relevant data platform components.
 Collaborates with the Integration Architects and Data…"
